article,study_ID,reference,product_type,product_detail,product,innovativeness,sustainability,health,animal_welfare,first_year,period_data_collection,choice_experiment,collection_type,sample_size,continent,country,dependent_variable,consumer_type,consumer_group_paper,WTP_estimate,WTP_adjusted,unit,reference_product,price_WTP_reference,relative_difference,WTP_OR_logit_coefficient,SE_OR_SD,Price_estimate,SE_price,SE_WTP,relative_SE_WTP,group_share
"Reithmayer, C., Danne, M. and Mußhoff, O., 2021. Societal attitudes towards in ovo gender determination as an alternative to chick culling. Agribusiness, 37(2), pp.306-323.",reithmayer2021,Reithmayer et al. (2021),improved_animal_welfare,egg,in ovo gender determination egg,1,0,0,1,2018,2018-2019,1,online,482,Europe,Germany,WTP,animal_welfare,eager ones (strongly against culling),5.77,7.779999999999999,Euros/10 eggs,statista price for freilandhaltung of 2.01 in 2018,2.0099999999999998,2.870646766169154,0.95,0.2,-0.56000000000000005,0.13,1.8082450520523894,0.8996244040061638,0.28
"Sun, J., Ortega, D. L., & Lin, W. (2023). Food values drive Chinese consumers’ demand for meat and milk substitutes. Appetite, 181, 106392.",Sun2023,Sun et al. (2023),plant_based,milk,oat milk,0,1,0,1,2020,2020,0,online,3015,Asia,China,WTP,average,average,5.7,5.7,RMB/250ml,Milk,5.2,0.09615384615384615,5.7,4.3,NA,NA,7.8311365608168593E-2,0.015059878001570885,1
"Sun, J., Ortega, D. L., & Lin, W. (2023). Food values drive Chinese consumers’ demand for meat and milk substitutes. Appetite, 181, 106392.",Sun2023,Sun et al. (2023),plant_based,milk,soy milk,0,1,0,1,2020,2020,0,online,3015,Asia,China,WTP,average,average,5,5,RMB/250ml,Milk,5.2,-0.03846153846153849,5,4,NA,NA,7.2847781961087071E-2,0.01400918883867059,1
"Sun, J., Ortega, D. L., & Lin, W. (2023). Food values drive Chinese consumers’ demand for meat and milk substitutes. Appetite, 181, 106392.",Sun2023,Sun et al. (2023),plant_based,milk,rice milk,0,1,0,1,2020,2020,0,online,3015,Asia,China,WTP,average,average,5.2,5.2,RMB/250ml,Milk,5.2,0,5.2,4.3,NA,NA,7.8311365608168593E-2,0.015059878001570885,1
"Sun, J., Ortega, D. L., & Lin, W. (2023). Food values drive Chinese consumers’ demand for meat and milk substitutes. Appetite, 181, 106392.",Sun2023,Sun et al. (2023),plant_based,meat,tofu,0,1,0,1,2020,2020,0,online,3015,Asia,China,WTP,average,average,16.3,16.3,RMB/500 g,Pork,34.700000000000003,-0.5302593659942363,16.3,17.3,NA,NA,0.31506665698170155,0.009079730748752205,1
"Sun, J., Ortega, D. L., & Lin, W. (2023). Food values drive Chinese consumers’ demand for meat and milk substitutes. Appetite, 181, 106392.",Sun2023,Sun et al. (2023),plant_based,meat,plant-based meat,0,1,0,1,2020,2020,0,online,3015,Asia,China,WTP,average,average,28.2,28.2,RMB/500 g,Pork,34.700000000000003,-0.18731988472622488,28.2,19.100000000000001,NA,NA,0.34784815886419079,0.010024442618564576,1
"Sun, J., Ortega, D. L., & Lin, W. (2023). Food values drive Chinese consumers’ demand for meat and milk substitutes. Appetite, 181, 106392.",Sun2023,Sun et al. (2023),lab_gene_engin,meat,cultured meat,1,1,0,1,2020,2020,0,online,3015,Asia,China,WTP,average,average,31.3,31.3,RMB/500 g,Pork,34.700000000000003,-0.09798270893371763,31.3,20.2,NA,NA,0.3678812989034897,0.010601766539005466,1
"Tarjuelo, L., Rabadán, A., Álvarez-Ortí, M., Pardo-Giménez, A., & Pardo, J. E. (2023). Analysis of Nutritional Characteristics and Willingness to Pay of Consumers for Dry-Cured Sausages (Salchichón) Made with Textured Seed Oils. Foods, 12(16), 3118.",Tarjuelo2023,Tarjuelo et al. (2023),improved_health,sausage,sausage with pumpkin seed oil,1,0,1,0,2022,2022,1,in_person,104,Europe,Spain,WTP,average,average,-2.99,5.01,€/500 g,average price beef used in study,8,-0.37375,-0.96299999999999997,0.27400000000000002,-0.32200000000000001,4.3999999999999997E-2,0.94376084401500471,0.1179701055018756,1
"Torquati, B., Tempesta, T., Vecchiato, D. and Venanzi, S., 2018. Tasty or sustainable? The effect of product sensory experience on a sustainable new food product: An application of discrete choice experiments on Chianina Tinned Beef. Sustainability, 10(8), p.2795.",Torquati2018,Torquati et al. (2018),improved_environmental_footprint,beef,tinned Chianina beef,0,1,0,0,2014,2014,1,in_person,24,Europe,Italy,WTP,average,average,1.47,2.39,€/90 g,standard tinned meat,0.92,1.597826086956522,1.47,0.125,NA,NA,0.125,0.1358695652173913,1
"Ubilava, D., Foster, K.A., Lusk, J.L. and Nilsson, T., 2010. Effects of income and social awareness on consumer WTP for social product attributes. Technological Forecasting and Social Change, 77(4), pp.587-593.",Ubilava2010,Ubilava et al. (2010),improved_health,pork,antibiotic-free pork,0,0,1,0,2004,2004,1,online,197,North_America,USA,WTP,average,base group/ mean,0.69,2.9899999999999998,USD/lb,WTP of not certified pork,2.2999999999999998,0.3,1.55,0.60170807500000001,-2.25,-0.87344720499999995,0.38,0.16521739130434784,1
"Ubilava, D., Foster, K.A., Lusk, J.L. and Nilsson, T., 2010. Effects of income and social awareness on consumer WTP for social product attributes. Technological Forecasting and Social Change, 77(4), pp.587-593.",Ubilava2010,Ubilava et al. (2010),improved_environmental_footprint,pork,environmentally-certified pork,0,1,0,0,2004,2004,1,online,197,North_America,USA,WTP,average,base group/ mean,0.63,2.9299999999999997,USD/lb,WTP of not certified pork,2.2999999999999998,0.27391304347826084,1.41,0.54736024800000005,-2.25,-0.87344720499999995,0.35,0.15217391304347827,1
"Ubilava, D., Foster, K.A., Lusk, J.L. and Nilsson, T., 2010. Effects of income and social awareness on consumer WTP for social product attributes. Technological Forecasting and Social Change, 77(4), pp.587-593.",Ubilava2010,Ubilava et al. (2010),improved_animal_welfare,pork,animal welfare-certified pork,0,0,0,1,2004,2004,1,online,197,North_America,USA,WTP,average,base group/ mean,0.99,3.29,USD/lb,WTP of not certified pork,2.2999999999999998,0.4304347826086958,2.21,0.85791925499999999,-2.25,-0.87344720499999995,0.54,0.2347826086956522,1
"Ufer, D., Ortega, D.L., Wolf, C.A., Swanson, J. and McKendree, M., 2022. Market Acceptance of Animal Welfare-Improving Biotechnology: Gene-Editing and Immunocastration in US Pork. Journal of Agricultural and Resource Economics, 47(2), pp.444-461.",Ufer2022,Ufer et al. (2022),lab_gene_engin,pork,gene-edited pork,1,0,0,1,2019,2019,0,in_person,1218,North_America,USA,WTP,average,average,3.13,3.13,$/lb,conventional pork,3.07,0.019543973941368097,3.13,2.0299999999999998,NA,NA,0.14247806848775008,0.04640979429568407,1
"Ufer, D., Ortega, D.L., Wolf, C.A., Swanson, J. and McKendree, M., 2022. Market Acceptance of Animal Welfare-Improving Biotechnology: Gene-Editing and Immunocastration in US Pork. Journal of Agricultural and Resource Economics, 47(2), pp.444-461.",Ufer2022,Ufer et al. (2022),improved_animal_welfare,pork,immunocastrated piglet,0,0,0,1,2019,2019,1,in_person,1218,North_America,USA,WTP,average,average,3.23,3.23,$/lb,conventional pork,3.07,0.05211726384364826,3.23,1.96,NA,NA,0.13756503164334491,0.04480945656135014,1
"Van Loo, E. J., Caputo, V., & Lusk, J. L. (2020). Consumer preferences for farm-raised meat, lab-grown meat, and plant-based meat alternatives: Does information or brand matter? Food Policy, 95, 101931.",vanloo2020,van Loo et al. (2020),plant_based,burger,pea-protein meat,0,1,0,1,2018,2018-2019,1,online,1830,North_America,USA,WTP estimates with respect to none,average,average,4.16,4.16,USD/lb,"none, but WTP for farm-raised beef is 10,18 USD and this is what we take as comparison WTP",10.18,-0.5913555992141454,3,0.3,-0.72,0.04,0.47588690429451025,0.04674724010751574,1
"Van Loo, E. J., Caputo, V., & Lusk, J. L. (2020). Consumer preferences for farm-raised meat, lab-grown meat, and plant-based meat alternatives: Does information or brand matter? Food Policy, 95, 101931.",vanloo2020,van Loo et al. (2020),plant_based,burger,yeast-protein meat,1,1,0,1,2018,2018-2019,1,online,1830,North_America,USA,WTP estimates with respect to none,average,average,2.92,2.92,USD/lb,"none, but WTP for farm-raised beef is 10,18 USD and this is what we take as comparison WTP",10.18,-0.7131630648330058,2.1,0.28000000000000003,-0.72,0.04,0.42177777777777775,0.0414320017463436,1
"Van Loo, E. J., Caputo, V., & Lusk, J. L. (2020). Consumer preferences for farm-raised meat, lab-grown meat, and plant-based meat alternatives: Does information or brand matter? Food Policy, 95, 101931.",vanloo2020,van Loo et al. (2020),lab_gene_engin,burger,lab-grown meat,1,1,0,1,2018,2018-2019,1,online,1830,North_America,USA,WTP estimates with respect to none,average,average,-0.34,-0.34,USD/lb,"none, but WTP for farm-raised beef is 10,18 USD and this is what we take as comparison WTP",10.18,-1.0333988212180747,0.25,0.47,-0.72,0.04,0.63947903024529018,0.06281719354079472,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),lab_gene_engin,beef,cultured meat,1,1,0,0,2020,2020,1,in_person,4421,Asia,Japan,WTP,average,average,-482,18,JPY/100g,beef -conventional production median price,500,-0.964,-0.96399999999999997,9.1999999999999998E-2,-2E-3,0,46.000000000000007,0.092,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),improved_animal_welfare,beef,animal welfare friendly meat,0,0,0,1,2020,2020,1,in_person,4421,Asia,Japan,WTP,average,average,-125.5,374.5,JPY/100g,beef -conventional production median price,500,-0.251,-0.251,5.2999999999999999E-2,-2E-3,0,26.5,0.053,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),plant_based,beef,plant-based meat,0,1,0,0,2020,2020,1,in_person,4421,Asia,Japan,WTP,average,average,-233.5,266.5,JPY/100g,beef -conventional production median price,500,-0.467,-0.46700000000000003,7.5999999999999998E-2,-2E-3,0,37.999999999999993,0.07599999999999998,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),lab_gene_engin,beef,cultured meat,1,1,0,0,2020,2020,1,in_person,4421,Asia,Japan,WTP,technology_open,Novelty accepters,184.99,684.99,JPY/100g,beef -conventional production,500,0.36998000000000003,0.65380000000000005,6.6299999999999998E-2,-3.5000000000000001E-3,2.0000000000000001E-4,21.532643576946633,0.043065287153893274,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),improved_animal_welfare,beef,animal welfare-friendly meat,0,0,0,1,2020,2020,1,in_person,4421,Asia,Japan,WTP,technology_open,Novelty accepters,228.1,728.1,JPY/100g,beef -conventional production,500,0.45620000000000005,0.80610000000000004,6.9900000000000004E-2,-3.5000000000000001E-3,2.0000000000000001E-4,23.687930195474646,0.047375860390949286,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),plant_based,beef,plant-based meat,0,1,0,0,2020,2020,1,in_person,4421,Asia,Japan,WTP,technology_open,Novelty accepters,261.02,761.02,JPY/100g,beef -conventional production,500,0.52204,0.92249999999999999,7.5600000000000001E-2,-3.5000000000000001E-3,2.0000000000000001E-4,26.077594316136643,0.05215518863227329,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),lab_gene_engin,beef,cultured meat,1,1,0,0,2020,2020,1,in_person,4421,Asia,Japan,WTP,ecological,Generous customers,-9010.44,-8510.44,JPY/100g,beef -conventional production,500,-18.020880000000002,-1.8960999999999999,8.6499999999999994E-2,-2.0000000000000001E-4,1E-4,4523.9334861881616,9.04786697237632,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),improved_animal_welfare,beef,animal welfare-friendly meat,0,0,0,1,2020,2020,1,in_person,4421,Asia,Japan,WTP,ecological,Generous customers,-1768.95,-1268.95,JPY/100g,beef -conventional production,500,-3.5379,-0.37219999999999998,3.6299999999999999E-2,-2.0000000000000001E-4,1E-4,901.1437445630919,1.802287489126184,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),plant_based,beef,plant-based meat,0,1,0,0,2020,2020,1,in_person,4421,Asia,Japan,WTP,ecological,Generous customers,-3941.48,-3441.48,JPY/100g,beef -conventional production,500,-7.88296,-0.82940000000000003,6.5199999999999994E-2,-2.0000000000000001E-4,1E-4,1994.9484615074464,3.989896923014893,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),lab_gene_engin,beef,cultured meat,1,1,0,0,2020,2020,1,in_person,4421,Asia,Japan,WTP,intermediate,Attribute–economy balancers,-555.29,-55.289999999999964,JPY/100g,beef -conventional production,500,-1.11058,-2.5106999999999999,8.1199999999999994E-2,-4.4999999999999997E-3,2.0000000000000001E-4,30.522197210478442,0.06104439442095688,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),improved_animal_welfare,beef,animal welfare-friendly meat,0,0,0,1,2020,2020,1,in_person,4421,Asia,Japan,WTP,intermediate,Attribute–economy balancers,-155.91,344.09000000000003,JPY/100g,beef -conventional production,500,-0.31181999999999993,-0.70489999999999997,0.12709999999999999,-4.4999999999999997E-3,2.0000000000000001E-4,28.953431187634695,0.05790686237526938,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),plant_based,beef,plant-based meat,0,1,0,0,2020,2020,1,in_person,4421,Asia,Japan,WTP,intermediate,Attribute–economy balancers,-378.42,121.57999999999998,JPY/100g,beef -conventional production,500,-0.7568400000000001,-1.7110000000000001,0.1928,-4.4999999999999997E-3,2.0000000000000001E-4,45.838341829541669,0.09167668365908332,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),lab_gene_engin,beef,cultured meat,1,1,0,0,2020,2020,1,in_person,4421,Asia,Japan,WTP,price_sensitive,Price–conscious,-187.69,312.31,JPY/100g,beef -conventional production,500,-0.37538,-1.9195,0.1426,-1.0200000000000001E-2,2.9999999999999997E-4,14.996516397614123,0.029993032795228244,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),improved_animal_welfare,beef,animal welfare-friendly meat,0,0,0,1,2020,2020,1,in_person,4421,Asia,Japan,WTP,price_sensitive,Price–conscious,8.32,508.32,JPY/100g,beef -conventional production,500,0.016639999999999985,8.5099999999999995E-2,0.1061,-1.0200000000000001E-2,2.9999999999999997E-4,10.37599993661108,0.02075199987322216,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),plant_based,beef,plant-based meat,0,1,0,0,2020,2020,1,in_person,4421,Asia,Japan,WTP,price_sensitive,Price–conscious,-25.56,474.44,JPY/100g,beef -conventional production,500,-0.051120000000000006,-0.26140000000000002,0.12529999999999999,-1.0200000000000001E-2,2.9999999999999997E-4,12.275023593242642,0.024550047186485284,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),lab_gene_engin,beef,cultured meat,1,1,0,0,2020,2020,1,in_person,4421,Asia,Japan,WTP,traditionalist,Conservatives,-970.93,-470.92999999999995,JPY/100g,beef -conventional production,500,-1.94186,-3.1892999999999998,0.1018,-3.3E-3,2.0000000000000001E-4,66.506450003029769,0.13301290000605953,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),improved_animal_welfare,beef,animal welfare-friendly meat,0,0,0,1,2020,2020,1,in_person,4421,Asia,Japan,WTP,traditionalist,Conservatives,-250.09,249.91,JPY/100g,beef -conventional production,500,-0.50018,-0.82150000000000001,6.4399999999999999E-2,-3.3E-3,2.0000000000000001E-4,24.781112274365505,0.04956222454873101,1
"Washio, T., Saijo, M., Ito, H., Takeda, K.I. and Ohashi, T., 2023. Meat the challenge: Segmentation and profiling of Japanese beef mince and its substitutes consumers. Meat Science, 197, p.109047.",Washio2023,Washio et al. (2023),plant_based,beef,plant-based meat,0,1,0,0,2020,2020,1,in_person,4421,Asia,Japan,WTP,traditionalist,Conservatives,-501.2,-1.1999999999999886,JPY/100g,beef -conventional production,500,-1.0024,-1.6463000000000001,8.3299999999999999E-2,-3.3E-3,2.0000000000000001E-4,39.570315138413989,0.07914063027682798,1
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,milk,pesticide-free milk,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,traditionalist,unwilling_consumers,1.04,1.04,€/item,conventional milk,0.88,0.18181818181818185,NA,NA,NA,NA,NA,NA,0.393
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,milk,pesticide-free milk,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,intermediate,indecisive_consumers,1.14,1.14,€/item,conventional milk,0.88,0.29545454545454536,NA,NA,NA,NA,NA,NA,0.309
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,milk,pesticide-free milk,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,ecological,prospective_consumers,1.15,1.15,€/item,conventional milk,0.88,0.3068181818181817,NA,NA,NA,NA,NA,NA,0.229
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,milk,pesticide-free milk,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,technology_open,ambivalent_consumers,1.09,1.09,€/item,conventional milk,0.88,0.23863636363636373,NA,NA,NA,NA,NA,NA,0.069
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,milk,pesticide-free milk,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,average,calculated average,1.09954,1.09954,€/item,conventional milk,0.88,0.2494772727272727,NA,NA,NA,NA,NA,NA,1
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,cheese,pesticide-free cheese,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,traditionalist,unwilling_consumers,2.99,2.99,€/item,conventional cheese,2.69,0.11152416356877333,NA,NA,NA,NA,NA,NA,0.393
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,cheese,pesticide-free cheese,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,intermediate,indecisive_consumers,3.29,3.29,€/item,conventional cheese,2.69,0.2230483271375465,NA,NA,NA,NA,NA,NA,0.309
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,cheese,pesticide-free cheese,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,ecological,prospective_consumers,3.3,3.3,€/item,conventional cheese,2.69,0.22676579925650553,NA,NA,NA,NA,NA,NA,0.229
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,cheese,pesticide-free cheese,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,technology_open,ambivalent_consumers,3,3,€/item,conventional cheese,2.69,0.11524163568773237,NA,NA,NA,NA,NA,NA,0.069
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,cheese,pesticide-free cheese,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,average,calculated average,3.1543799999999997,3.1543799999999997,€/item,conventional cheese,2.69,0.17263197026022298,NA,NA,NA,NA,NA,NA,0.069
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,butter,pesticide-free butter,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,traditionalist,unwilling_consumers,2.38,2.38,€/item,conventional butter,2.09,0.13875598086124405,NA,NA,NA,NA,NA,NA,0.393
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,butter,pesticide-free butter,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,intermediate,indecisive_consumers,2.51,2.51,€/item,conventional butter,2.09,0.20095693779904303,NA,NA,NA,NA,NA,NA,0.309
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,butter,pesticide-free butter,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,ecological,prospective_consumers,2.59,2.59,€/item,conventional butter,2.09,0.23923444976076558,NA,NA,NA,NA,NA,NA,0.229
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,butter,pesticide-free butter,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,technology_open,ambivalent_consumers,2.59,2.59,€/item,conventional butter,2.09,0.23923444976076558,NA,NA,NA,NA,NA,NA,0.069
"Wendt, M.C. and Weinrich, R., 2023. Consumer Segmentation for Pesticide-free Food Products in Germany. Sustainable Production and Consumption, 42, pp.309-321",Wendt2023,Wendt and Weinrich (2023),improved_environmental_footprint,butter,pesticide-free butter,0,1,0,0,2022,2022,1,online,1010,Europe,Germany,WTP,average,calculated average,2.48275,2.48275,€/item,conventional butter,2.09,0.18791866028708132,NA,NA,NA,NA,NA,NA,0.069
"Zhang, C., Campana, P. E., Liu, C., Wang, K., & Yan, J. (2019). Crowdfunding preferences for a sustainable milk product with integrated photovoltaic water pumping system in China. Applied Energy, 255, 113694.",Zhang2019,Zhang et al. (2019),improved_environmental_footprint,milk,milk plus clean energy,0,1,1,0,2018,2018,0,online,357,Asia,China,WTP,average,average calculated,0.47700000000000004,0.47700000000000004,RMB/ml,regular milk price paid,0.37233333333333335,0.28111011638316924,NA,NA,NA,NA,NA,NA,1
"Zheng, Q., Nayga Jr, R.M., Yang, W. and Tokunaga, K., 2023. Do US consumers value genetically modified farmed salmon?. Food Quality and Preference, 107, p.104841.",zheng2023,Zheng et al. (2023),improved_health,fish,GM farmed salmon,1,1,0,0,2020,2020,1,online,2009,North_America,USA,WTP,average,average,-16.67,-16.67,$/salmon,non-GM farmed salmon WTP,-5.84,-1.854452054794521,-16.670000000000002,0.89,NA,NA,0.89,0.1523972602739726,1
"Asioli, D., Fuentes-Pila, J., Alarcón, S., Han, J., Liu, J., Hocquette, J. F., & Nayga, R. M. (2022). Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments. Food Policy, 112, 102376.",asioli2022,Asioli et al. (2022),lab_gene_engin,beef,cultured beef burger,1,1,1,1,2020,2020,1,online,216,Europe,UK,mWTP,average,average,0.59,10.64,Pound/kg,regular beef burger,10.050000000000001,0.058706467661691526,0.59,0.68,NA,NA,0.68,0.06766169154228856,1
"Asioli, D., Fuentes-Pila, J., Alarcón, S., Han, J., Liu, J., Hocquette, J. F., & Nayga, R. M. (2022). Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments. Food Policy, 112, 102376.",asioli2022,Asioli et al. (2022),lab_gene_engin,beef,cultured beef burger,1,1,1,1,2020,2020,1,online,216,Europe,Spain,mWTP,average,average,-4.18,6.82,€/kg,regular beef burger,11,-0.37999999999999995,-4.18,0.64,NA,NA,0.64,0.058181818181818175,1
"Asioli, D., Fuentes-Pila, J., Alarcón, S., Han, J., Liu, J., Hocquette, J. F., & Nayga, R. M. (2022). Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments. Food Policy, 112, 102376.",asioli2022,Asioli et al. (2022),lab_gene_engin,beef,cultured beef burger,1,1,1,1,2020,2020,1,online,216,Europe,France,mWTP,average,average,-5.27,5.73,€/kg,regular beef burger,11,-0.47909090909090907,-5.27,1.31,NA,NA,1.31,0.11909090909090908,1
"Asioli, D., Fuentes-Pila, J., Alarcón, S., Han, J., Liu, J., Hocquette, J. F., & Nayga, R. M. (2022). Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments. Food Policy, 112, 102376.",asioli2022,Asioli et al. (2022),lab_gene_engin,beef,cultured beef burger,1,1,1,1,2020,2020,1,online,216,Europe,UK,mWTP,traditionalist,traditionalist,-23.17,-13.120000000000001,Pound/kg,regular beef burger,10.050000000000001,-2.3054726368159204,-23.17,23.13,NA,NA,23.13,2.3014925373134325,0.2037037037037037
